intermediary_name,payer_name,cpt_code,state,allowed_amount,effective_date,notes
Headway,Optum/UHC/Oscar,90838,AZ,97.47,2026-06-01,MASTER updated Headway AZ
Alma,Aetna,90838,AZ,138.1,2026-06-01,MASTER updated Alma AZ
Headway,Aetna,90838,AZ,129.0,2026-06-01,MASTER updated Headway AZ
Alma,Cigna,90838,AZ,124.0,2026-06-01,MASTER updated Alma AZ
Headway,Cigna,90838,AZ,108.0,2026-06-01,MASTER updated Headway AZ
Alma,BCBS - Massachusetts (virtual network),90838,AZ,104.1,2026-06-01,MASTER updated Alma AZ
Alma,Optum/UHC/Oscar,99214,CO,118.8,2026-06-01,MASTER updated Alma CO
Headway,Optum/UHC/Oscar,99214,CO,106.0,2026-06-01,MASTER updated Headway CO
Grow Therapy,Optum/UHC/Oscar,99214,CO,82.38,2026-06-01,MASTER updated Grow Therapy CO
Alma,Aetna,99214,CO,117.9,2026-06-01,MASTER updated Alma CO
Headway,Aetna,99214,CO,117.9,2026-06-01,MASTER updated Headway CO
Grow Therapy,Aetna,99214,CO,83.7,2026-06-01,MASTER updated Grow Therapy CO
Alma,Cigna,99214,CO,117.9,2026-06-01,MASTER updated Alma CO
Headway,Cigna,99214,CO,97.0,2026-06-01,MASTER updated Headway CO
Grow Therapy,Cigna,99214,CO,87.1,2026-06-01,MASTER updated Grow Therapy CO
Alma,BCBS - Massachusetts (virtual network),99214,CO,104.9,2026-06-01,MASTER updated Alma CO
Grow Therapy,BCBS - Massachusetts (virtual network),99214,CO,72.93,2026-06-01,MASTER updated Grow Therapy CO
Alma,Optum/UHC/Oscar,99215,CO,166.55,2026-06-01,MASTER updated Alma CO
Headway,Optum/UHC/Oscar,99215,CO,140.0,2026-06-01,MASTER updated Headway CO
Grow Therapy,Optum/UHC/Oscar,99215,CO,111.1,2026-06-01,MASTER updated Grow Therapy CO
Alma,Aetna,99215,CO,117.9,2026-06-01,MASTER updated Alma CO
Headway,Aetna,99215,CO,129.48,2026-06-01,MASTER updated Headway CO
Grow Therapy,Aetna,99215,CO,112.39,2026-06-01,MASTER updated Grow Therapy CO
Alma,Cigna,99215,CO,156.0,2026-06-01,MASTER updated Alma CO
Headway,Cigna,99215,CO,131.0,2026-06-01,MASTER updated Headway CO
Grow Therapy,Cigna,99215,CO,115.05,2026-06-01,MASTER updated Grow Therapy CO
Alma,BCBS - Massachusetts (virtual network),99215,CO,147.68,2026-06-01,MASTER updated Alma CO
Grow Therapy,BCBS - Massachusetts (virtual network),99215,CO,102.67,2026-06-01,MASTER updated Grow Therapy CO
Alma,Optum/UHC/Oscar,90833,CO,74.01,2026-06-01,MASTER updated Alma CO
Headway,Optum/UHC/Oscar,90833,CO,64.4,2026-06-01,MASTER updated Headway CO
Grow Therapy,Optum/UHC/Oscar,90833,CO,52.02,2026-06-01,MASTER updated Grow Therapy CO
Alma,Aetna,90833,CO,81.2,2026-06-01,MASTER updated Alma CO
Headway,Aetna,90833,CO,88.46,2026-06-01,MASTER updated Headway CO
Grow Therapy,Aetna,90833,CO,54.57,2026-06-01,MASTER updated Grow Therapy CO
Alma,Cigna,90833,CO,73.0,2026-06-01,MASTER updated Alma CO
Headway,Cigna,90833,CO,59.0,2026-06-01,MASTER updated Headway CO
Grow Therapy,Cigna,90833,CO,52.65,2026-06-01,MASTER updated Grow Therapy CO
Alma,BCBS - Massachusetts (virtual network),90833,CO,58.85,2026-06-01,MASTER updated Alma CO
Grow Therapy,BCBS - Massachusetts (virtual network),90833,CO,40.92,2026-06-01,MASTER updated Grow Therapy CO
Alma,Optum/UHC/Oscar,90836,CO,101.42,2026-06-01,MASTER updated Alma CO
Headway,Optum/UHC/Oscar,90836,CO,76.16,2026-06-01,MASTER updated Headway CO
Grow Therapy,Optum/UHC/Oscar,90836,CO,65.58,2026-06-01,MASTER updated Grow Therapy CO
Alma,Aetna,90836,CO,117.57,2026-06-01,MASTER updated Alma CO
Headway,Aetna,90836,CO,117.57,2026-06-01,MASTER updated Headway CO
Grow Therapy,Aetna,90836,CO,79.01,2026-06-01,MASTER updated Grow Therapy CO
Alma,Cigna,90836,CO,91.0,2026-06-01,MASTER updated Alma CO
Headway,Cigna,90836,CO,80.0,2026-06-01,MASTER updated Headway CO
Grow Therapy,Cigna,90836,CO,64.35,2026-06-01,MASTER updated Grow Therapy CO
Alma,BCBS - Massachusetts (virtual network),90836,CO,74.39,2026-06-01,MASTER updated Alma CO
Grow Therapy,BCBS - Massachusetts (virtual network),90836,CO,51.71,2026-06-01,MASTER updated Grow Therapy CO
Alma,Optum/UHC/Oscar,90838,CO,139.87,2026-06-01,MASTER updated Alma CO
Headway,Optum/UHC/Oscar,90838,CO,106.0,2026-06-01,MASTER updated Headway CO
Alma,Aetna,90838,CO,138.1,2026-06-01,MASTER updated Alma CO
Headway,Aetna,90838,CO,138.1,2026-06-01,MASTER updated Headway CO
Alma,Cigna,90838,CO,124.0,2026-06-01,MASTER updated Alma CO
Headway,Cigna,90838,CO,107.0,2026-06-01,MASTER updated Headway CO
Alma,BCBS - Massachusetts (virtual network),90838,CO,98.63,2026-06-01,MASTER updated Alma CO
Alma,Optum/UHC/Oscar,99214,FL,122.22,2026-06-01,MASTER updated Alma FL
Headway,Optum/UHC/Oscar,99214,FL,99.4,2026-06-01,MASTER updated Headway FL
Grow Therapy,Optum/UHC/Oscar,99214,FL,85.95,2026-06-01,MASTER updated Grow Therapy FL
Alma,Aetna,99214,FL,109.9,2026-06-01,MASTER updated Alma FL
Headway,Aetna,99214,FL,117.9,2026-06-01,MASTER updated Headway FL
Grow Therapy,Aetna,99214,FL,83.7,2026-06-01,MASTER updated Grow Therapy FL
Alma,Cigna,99214,FL,117.0,2026-06-01,MASTER updated Alma FL
Headway,Cigna,99214,FL,97.0,2026-06-01,MASTER updated Headway FL
Grow Therapy,Cigna,99214,FL,87.1,2026-06-01,MASTER updated Grow Therapy FL
Alma,BCBS - Massachusetts (virtual network),99214,FL,115.08,2026-06-01,MASTER updated Alma FL
Grow Therapy,BCBS - Massachusetts (virtual network),99214,FL,88.26,2026-06-01,MASTER updated Grow Therapy FL
Alma,Optum/UHC/Oscar,99215,FL,171.35,2026-06-01,MASTER updated Alma FL
Headway,Optum/UHC/Oscar,99215,FL,135.1,2026-06-01,MASTER updated Headway FL
Grow Therapy,Optum/UHC/Oscar,99215,FL,115.93,2026-06-01,MASTER updated Grow Therapy FL
Alma,Aetna,99215,FL,109.9,2026-06-01,MASTER updated Alma FL
Headway,Aetna,99215,FL,129.48,2026-06-01,MASTER updated Headway FL
Grow Therapy,Aetna,99215,FL,112.39,2026-06-01,MASTER updated Grow Therapy FL
Alma,Cigna,99215,FL,156.0,2026-06-01,MASTER updated Alma FL
Headway,Cigna,99215,FL,131.0,2026-06-01,MASTER updated Headway FL
Grow Therapy,Cigna,99215,FL,115.05,2026-06-01,MASTER updated Grow Therapy FL
Alma,BCBS - Massachusetts (virtual network),99215,FL,161.5,2026-06-01,MASTER updated Alma FL
Grow Therapy,BCBS - Massachusetts (virtual network),99215,FL,125.9,2026-06-01,MASTER updated Grow Therapy FL
Alma,Optum/UHC/Oscar,90833,FL,76.14,2026-06-01,MASTER updated Alma FL
Headway,Optum/UHC/Oscar,90833,FL,62.73,2026-06-01,MASTER updated Headway FL
Grow Therapy,Optum/UHC/Oscar,90833,FL,54.29,2026-06-01,MASTER updated Grow Therapy FL
Alma,Aetna,90833,FL,69.2,2026-06-01,MASTER updated Alma FL
Headway,Aetna,90833,FL,88.46,2026-06-01,MASTER updated Headway FL
Grow Therapy,Aetna,90833,FL,54.57,2026-06-01,MASTER updated Grow Therapy FL
Alma,Cigna,90833,FL,73.0,2026-06-01,MASTER updated Alma FL
Headway,Cigna,90833,FL,59.0,2026-06-01,MASTER updated Headway FL
Grow Therapy,Cigna,90833,FL,52.65,2026-06-01,MASTER updated Grow Therapy FL
Alma,BCBS - Massachusetts (virtual network),90833,FL,62.26,2026-06-01,MASTER updated Alma FL
Grow Therapy,BCBS - Massachusetts (virtual network),90833,FL,48.4,2026-06-01,MASTER updated Grow Therapy FL
Alma,Optum/UHC/Oscar,90836,FL,104.34,2026-06-01,MASTER updated Alma FL
Headway,Optum/UHC/Oscar,90836,FL,73.49,2026-06-01,MASTER updated Headway FL
Grow Therapy,Optum/UHC/Oscar,90836,FL,68.42,2026-06-01,MASTER updated Grow Therapy FL
Alma,Aetna,90836,FL,110.57,2026-06-01,MASTER updated Alma FL
Headway,Aetna,90836,FL,117.57,2026-06-01,MASTER updated Headway FL
Grow Therapy,Aetna,90836,FL,79.01,2026-06-01,MASTER updated Grow Therapy FL
Alma,Cigna,90836,FL,91.0,2026-06-01,MASTER updated Alma FL
Headway,Cigna,90836,FL,80.0,2026-06-01,MASTER updated Headway FL
Grow Therapy,Cigna,90836,FL,64.35,2026-06-01,MASTER updated Grow Therapy FL
Alma,BCBS - Massachusetts (virtual network),90836,FL,81.48,2026-06-01,MASTER updated Alma FL
Grow Therapy,BCBS - Massachusetts (virtual network),90836,FL,60.79,2026-06-01,MASTER updated Grow Therapy FL
Alma,Optum/UHC/Oscar,90838,FL,143.91,2026-06-01,MASTER updated Alma FL
Headway,Optum/UHC/Oscar,90838,FL,102.29,2026-06-01,MASTER updated Headway FL
Alma,Aetna,90838,FL,130.1,2026-06-01,MASTER updated Alma FL
Headway,Aetna,90838,FL,138.1,2026-06-01,MASTER updated Headway FL
Alma,Cigna,90838,FL,124.0,2026-06-01,MASTER updated Alma FL
Headway,Cigna,90838,FL,107.0,2026-06-01,MASTER updated Headway FL
Alma,BCBS - Massachusetts (virtual network),90838,FL,104.1,2026-06-01,MASTER updated Alma FL
Alma,Optum/UHC/Oscar,99214,HI,109.8,2026-06-01,MASTER updated Alma HI
Grow Therapy,Optum/UHC/Oscar,99214,HI,82.38,2026-06-01,MASTER updated Grow Therapy HI
Alma,Aetna,99214,HI,109.9,2026-06-01,MASTER updated Alma HI
Grow Therapy,Aetna,99214,HI,83.7,2026-06-01,MASTER updated Grow Therapy HI
Alma,Cigna,99214,HI,117.0,2026-06-01,MASTER updated Alma HI
Grow Therapy,Cigna,99214,HI,87.1,2026-06-01,MASTER updated Grow Therapy HI
Alma,Optum/UHC/Oscar,99215,HI,166.55,2026-06-01,MASTER updated Alma HI
Grow Therapy,Optum/UHC/Oscar,99215,HI,111.1,2026-06-01,MASTER updated Grow Therapy HI
Alma,Aetna,99215,HI,109.9,2026-06-01,MASTER updated Alma HI
Grow Therapy,Aetna,99215,HI,112.39,2026-06-01,MASTER updated Grow Therapy HI
Alma,Cigna,99215,HI,156.0,2026-06-01,MASTER updated Alma HI
Grow Therapy,Cigna,99215,HI,115.05,2026-06-01,MASTER updated Grow Therapy HI
Alma,Optum/UHC/Oscar,90833,HI,73.01,2026-06-01,MASTER updated Alma HI
Grow Therapy,Optum/UHC/Oscar,90833,HI,52.02,2026-06-01,MASTER updated Grow Therapy HI
Alma,Aetna,90833,HI,69.2,2026-06-01,MASTER updated Alma HI
Grow Therapy,Aetna,90833,HI,54.57,2026-06-01,MASTER updated Grow Therapy HI
Alma,Cigna,90833,HI,73.0,2026-06-01,MASTER updated Alma HI
Grow Therapy,Cigna,90833,HI,52.65,2026-06-01,MASTER updated Grow Therapy HI
Alma,Optum/UHC/Oscar,90836,HI,100.42,2026-06-01,MASTER updated Alma HI
Grow Therapy,Optum/UHC/Oscar,90836,HI,65.58,2026-06-01,MASTER updated Grow Therapy HI
Alma,Aetna,90836,HI,110.57,2026-06-01,MASTER updated Alma HI
Grow Therapy,Aetna,90836,HI,79.01,2026-06-01,MASTER updated Grow Therapy HI
Alma,Cigna,90836,HI,91.0,2026-06-01,MASTER updated Alma HI
Grow Therapy,Cigna,90836,HI,64.35,2026-06-01,MASTER updated Grow Therapy HI
Alma,Optum/UHC/Oscar,90838,HI,131.87,2026-06-01,MASTER updated Alma HI
Alma,Aetna,90838,HI,130.1,2026-06-01,MASTER updated Alma HI
Alma,Cigna,90838,HI,124.0,2026-06-01,MASTER updated Alma HI
Alma,Optum/UHC/Oscar,99214,ID,109.8,2026-06-01,MASTER updated Alma ID
Grow Therapy,Optum/UHC/Oscar,99214,ID,82.38,2026-06-01,MASTER updated Grow Therapy ID
Alma,Aetna,99214,ID,109.9,2026-06-01,MASTER updated Alma ID
Grow Therapy,Aetna,99214,ID,83.7,2026-06-01,MASTER updated Grow Therapy ID
Alma,Cigna,99214,ID,117.0,2026-06-01,MASTER updated Alma ID
Grow Therapy,Cigna,99214,ID,87.1,2026-06-01,MASTER updated Grow Therapy ID
Grow Therapy,BCBS - Massachusetts (virtual network),99214,ID,81.84,2026-06-01,MASTER updated Grow Therapy ID
Alma,Optum/UHC/Oscar,99215,ID,166.55,2026-06-01,MASTER updated Alma ID
Grow Therapy,Optum/UHC/Oscar,99215,ID,111.1,2026-06-01,MASTER updated Grow Therapy ID
Alma,Aetna,99215,ID,129.48,2026-06-01,MASTER updated Alma ID
Grow Therapy,Aetna,99215,ID,112.39,2026-06-01,MASTER updated Grow Therapy ID
Alma,Cigna,99215,ID,156.0,2026-06-01,MASTER updated Alma ID
Grow Therapy,Cigna,99215,ID,115.05,2026-06-01,MASTER updated Grow Therapy ID
Grow Therapy,BCBS - Massachusetts (virtual network),99215,ID,115.2,2026-06-01,MASTER updated Grow Therapy ID
Alma,Optum/UHC/Oscar,90833,ID,73.01,2026-06-01,MASTER updated Alma ID
Grow Therapy,Optum/UHC/Oscar,90833,ID,52.02,2026-06-01,MASTER updated Grow Therapy ID
Alma,Aetna,90833,ID,69.2,2026-06-01,MASTER updated Alma ID
Grow Therapy,Aetna,90833,ID,54.57,2026-06-01,MASTER updated Grow Therapy ID
Alma,Cigna,90833,ID,73.0,2026-06-01,MASTER updated Alma ID
Grow Therapy,Cigna,90833,ID,52.65,2026-06-01,MASTER updated Grow Therapy ID
Grow Therapy,BCBS - Massachusetts (virtual network),90833,ID,43.16,2026-06-01,MASTER updated Grow Therapy ID
Alma,Optum/UHC/Oscar,90836,ID,100.42,2026-06-01,MASTER updated Alma ID
Grow Therapy,Optum/UHC/Oscar,90836,ID,65.68,2026-06-01,MASTER updated Grow Therapy ID
Alma,Aetna,90836,ID,110.57,2026-06-01,MASTER updated Alma ID
Grow Therapy,Aetna,90836,ID,79.01,2026-06-01,MASTER updated Grow Therapy ID
Alma,Cigna,90836,ID,91.0,2026-06-01,MASTER updated Alma ID
Grow Therapy,Cigna,90836,ID,64.35,2026-06-01,MASTER updated Grow Therapy ID
Grow Therapy,BCBS - Massachusetts (virtual network),90836,ID,54.55,2026-06-01,MASTER updated Grow Therapy ID
Alma,Optum/UHC/Oscar,90838,ID,131.87,2026-06-01,MASTER updated Alma ID
Alma,Aetna,90838,ID,130.1,2026-06-01,MASTER updated Alma ID
Alma,Cigna,90838,ID,124.0,2026-06-01,MASTER updated Alma ID
Alma,Optum/UHC/Oscar,99214,IA,118.8,2026-06-01,MASTER updated Alma IA
Headway,Optum/UHC/Oscar,99214,IA,113.71,2026-06-01,MASTER updated Headway IA
Grow Therapy,Optum/UHC/Oscar,99214,IA,82.38,2026-06-01,MASTER updated Grow Therapy IA
Alma,Aetna,99214,IA,109.9,2026-06-01,MASTER updated Alma IA
Headway,Aetna,99214,IA,109.0,2026-06-01,MASTER updated Headway IA
Grow Therapy,Aetna,99214,IA,83.7,2026-06-01,MASTER updated Grow Therapy IA
Alma,Cigna,99214,IA,117.0,2026-06-01,MASTER updated Alma IA
Headway,Cigna,99214,IA,86.0,2026-06-01,MASTER updated Headway IA
Grow Therapy,Cigna,99214,IA,87.1,2026-06-01,MASTER updated Grow Therapy IA
Alma,BCBS - Massachusetts (virtual network),99214,IA,115.08,2026-06-01,MASTER updated Alma IA
Alma,Optum/UHC/Oscar,99215,IA,166.55,2026-06-01,MASTER updated Alma IA
Headway,Optum/UHC/Oscar,99215,IA,160.41,2026-06-01,MASTER updated Headway IA
Grow Therapy,Optum/UHC/Oscar,99215,IA,111.1,2026-06-01,MASTER updated Grow Therapy IA
Alma,Aetna,99215,IA,109.9,2026-06-01,MASTER updated Alma IA
Headway,Aetna,99215,IA,118.0,2026-06-01,MASTER updated Headway IA
Grow Therapy,Aetna,99215,IA,112.39,2026-06-01,MASTER updated Grow Therapy IA
Alma,Cigna,99215,IA,156.0,2026-06-01,MASTER updated Alma IA
Headway,Cigna,99215,IA,116.0,2026-06-01,MASTER updated Headway IA
Grow Therapy,Cigna,99215,IA,115.05,2026-06-01,MASTER updated Grow Therapy IA
Alma,BCBS - Massachusetts (virtual network),99215,IA,161.5,2026-06-01,MASTER updated Alma IA
Alma,Optum/UHC/Oscar,90833,IA,74.01,2026-06-01,MASTER updated Alma IA
Headway,Optum/UHC/Oscar,90833,IA,62.46,2026-06-01,MASTER updated Headway IA
Grow Therapy,Optum/UHC/Oscar,90833,IA,52.02,2026-06-01,MASTER updated Grow Therapy IA
Alma,Aetna,90833,IA,69.2,2026-06-01,MASTER updated Alma IA
Headway,Aetna,90833,IA,71.0,2026-06-01,MASTER updated Headway IA
Grow Therapy,Aetna,90833,IA,54.57,2026-06-01,MASTER updated Grow Therapy IA
Alma,Cigna,90833,IA,73.0,2026-06-01,MASTER updated Alma IA
Headway,Cigna,90833,IA,53.0,2026-06-01,MASTER updated Headway IA
Grow Therapy,Cigna,90833,IA,52.65,2026-06-01,MASTER updated Grow Therapy IA
Alma,BCBS - Massachusetts (virtual network),90833,IA,62.26,2026-06-01,MASTER updated Alma IA
Alma,Optum/UHC/Oscar,90836,IA,101.42,2026-06-01,MASTER updated Alma IA
Headway,Optum/UHC/Oscar,90836,IA,78.85,2026-06-01,MASTER updated Headway IA
Grow Therapy,Optum/UHC/Oscar,90836,IA,65.58,2026-06-01,MASTER updated Grow Therapy IA
Alma,Aetna,90836,IA,110.57,2026-06-01,MASTER updated Alma IA
Headway,Aetna,90836,IA,103.0,2026-06-01,MASTER updated Headway IA
Grow Therapy,Aetna,90836,IA,79.01,2026-06-01,MASTER updated Grow Therapy IA
Alma,Cigna,90836,IA,91.0,2026-06-01,MASTER updated Alma IA
Headway,Cigna,90836,IA,71.0,2026-06-01,MASTER updated Headway IA
Grow Therapy,Cigna,90836,IA,64.35,2026-06-01,MASTER updated Grow Therapy IA
Alma,BCBS - Massachusetts (virtual network),90836,IA,81.48,2026-06-01,MASTER updated Alma IA
Alma,Optum/UHC/Oscar,90838,IA,139.87,2026-06-01,MASTER updated Alma IA
Headway,Optum/UHC/Oscar,90838,IA,103.7,2026-06-01,MASTER updated Headway IA
Alma,Aetna,90838,IA,130.1,2026-06-01,MASTER updated Alma IA
Headway,Aetna,90838,IA,124.0,2026-06-01,MASTER updated Headway IA
Alma,Cigna,90838,IA,124.0,2026-06-01,MASTER updated Alma IA
Headway,Cigna,90838,IA,95.0,2026-06-01,MASTER updated Headway IA
Alma,BCBS - Massachusetts (virtual network),90838,IA,104.1,2026-06-01,MASTER updated Alma IA
Alma,Optum/UHC/Oscar,99214,MD,118.8,2026-06-01,MASTER updated Alma MD
Headway,Optum/UHC/Oscar,99214,MD,103.0,2026-06-01,MASTER updated Headway MD
Grow Therapy,Optum/UHC/Oscar,99214,MD,80.58,2026-06-01,MASTER updated Grow Therapy MD
Alma,Aetna,99214,MD,117.9,2026-06-01,MASTER updated Alma MD
Headway,Aetna,99214,MD,117.9,2026-06-01,MASTER updated Headway MD
